Date,White,Black,White Rating,Black Rating,Average Rating,Tournament,Organizer,Round Number,Result (W-B),Moves Played,,win?,,,winstreaks,total winstreaks,winrate
2023-08-21,NakamuraHikaru,IndjicAleksandar,2750,2605,2677,chess.com SpeedChess Q1Sw,chess.com INT,7,0-1,46,,0,,,,,
2023-08-21,NakamuraHikaru,Henriquez VillagraCristobal,2750,2620,2685,chess.com SpeedChess Q1Sw,chess.com INT,11,1-0,35,,1,1,,,,
2023-08-21,NakamuraHikaru,ParavyanDavid,2750,2617,2683,chess.com SpeedChess Q1Sw,chess.com INT,5,1-0,43,,1,2,,,,
2023-08-21,SargsyanShant,NakamuraHikaru,2639,2750,2694,chess.com SpeedChess Q1Sw,chess.com INT,8,0-1,39,,1,3,,,,
2023-08-21,MakarianRudik,NakamuraHikaru,2521,2750,2635,chess.com SpeedChess Q1Sw,chess.com INT,4,0-1,29,,1,4,,,,
2023-08-21,MuradliMahammad,NakamuraHikaru,2537,2750,2643,chess.com SpeedChess Q1Sw,chess.com INT,2,0-1,62,,1,5,5,,,
2023-08-21,KamskyGata,NakamuraHikaru,2658,2750,2704,chess.com SpeedChess Q1Sw,chess.com INT,6,1-0,39,,0,,,,,
2023-08-21,DeacBogdan-Daniel,NakamuraHikaru,2679,2750,2714,chess.com SpeedChess Q1Sw,chess.com INT,12,0-1,68,,1,1,,,,
2023-08-21,MamedovRauf,NakamuraHikaru,2656,2750,2703,chess.com SpeedChess Q1Sw,chess.com INT,10,1-0,36,,0,,,,,
2023-08-21,Vasquez SchroederRodrigo,NakamuraHikaru,2495,2750,2622,chess.com SpeedChess Q1Sw,chess.com INT,14,0-1,66,,1,1,,,,
2023-08-21,NakamuraHikaru,SaranaAlexey,2750,2685,2717,chess.com SpeedChess Q1Sw,chess.com INT,13,1-0,29,,1,2,,,,
2023-08-21,NakamuraHikaru,ChigaevMaksim,2750,2631,2690,chess.com SpeedChess Q1Sw,chess.com INT,3,1-0,51,,1,3,,,,
2023-08-21,NakamuraHikaru,DonchenkoAlexander,2750,2636,2693,chess.com SpeedChess Q1Sw,chess.com INT,9,1-0,59,,1,4,,,,
2023-08-21,NakamuraHikaru,YuanQingyu,2750,2373,2561,chess.com SpeedChess Q1Sw,chess.com INT,1,1-0,44,,1,5,5,,,
2023-08-21,NakamuraHikaru,IndjicAleksandar,2750,2605,2677,chess.com SpeedChess Q1Sw,chess.com INT,7,0-1,46,,0,,,,,
2023-08-21,NakamuraHikaru,Henriquez VillagraCristobal,2750,2620,2685,chess.com SpeedChess Q1Sw,chess.com INT,11,1-0,35,,1,1,,,,
2023-08-21,NakamuraHikaru,ParavyanDavid,2750,2617,2683,chess.com SpeedChess Q1Sw,chess.com INT,5,1-0,43,,1,2,,,,
2023-08-21,SargsyanShant,NakamuraHikaru,2639,2750,2694,chess.com SpeedChess Q1Sw,chess.com INT,8,0-1,39,,1,3,,,,
2023-08-21,MakarianRudik,NakamuraHikaru,2521,2750,2635,chess.com SpeedChess Q1Sw,chess.com INT,4,0-1,29,,1,4,,,,
2023-08-21,MuradliMahammad,NakamuraHikaru,2537,2750,2643,chess.com SpeedChess Q1Sw,chess.com INT,2,0-1,62,,1,5,5,,,
2023-08-21,KamskyGata,NakamuraHikaru,2658,2750,2704,chess.com SpeedChess Q1Sw,chess.com INT,6,1-0,39,,0,,,,,
2023-08-21,DeacBogdan-Daniel,NakamuraHikaru,2679,2750,2714,chess.com SpeedChess Q1Sw,chess.com INT,12,0-1,68,,1,1,,,,
2023-08-21,MamedovRauf,NakamuraHikaru,2656,2750,2703,chess.com SpeedChess Q1Sw,chess.com INT,10,1-0,36,,0,,,,,
2023-08-21,Vasquez SchroederRodrigo,NakamuraHikaru,2495,2750,2622,chess.com SpeedChess Q1Sw,chess.com INT,14,0-1,66,,1,1,,,,
2023-08-22,NakamuraHikaru,KamskyGata,2750,2658,2704,Titled Tue 22nd Aug Late,chess.com INT,4,1-0,42,,1,2,,,,
2023-08-22,NakamuraHikaru,SvaneRasmus,2750,2637,2693,Titled Tue 22nd Aug Early,chess.com INT,8,1-0,63,,1,3,,,,
2023-08-22,NakamuraHikaru,ShuvalovaPolina,2750,2504,2627,Titled Tue 22nd Aug Late,chess.com INT,2,1-0,39,,1,4,,,,
2023-08-22,NakamuraHikaru,MatlakovMaxim,2750,2674,2712,Titled Tue 22nd Aug Late,chess.com INT,10,1-0,61,,1,5,,,,
2023-08-22,NakamuraHikaru,KramnikVladimir,2750,2753,2751,Titled Tue 22nd Aug Late,chess.com INT,11,1-0,54,,1,6,,,,
2023-08-22,TahbazArash,NakamuraHikaru,2469,2750,2609,Titled Tue 22nd Aug Early,chess.com INT,5,0-1,71,,1,7,,,,
2023-08-22,NakamuraHikaru,LeivaGiuseppe,2750,2405,2577,Titled Tue 22nd Aug Early,chess.com INT,4,1-0,37,,1,8,,,,
2023-08-22,NakamuraHikaru,SmirnovAlexandr A.,2750,2136,2443,Titled Tue 22nd Aug Early,chess.com INT,2,1-0,53,,1,9,,,,
2023-08-22,NakamuraHikaru,SaranaAlexey,2750,2685,2717,Titled Tue 22nd Aug Late,chess.com INT,8,1-0,18,,1,10,,,,
2023-08-22,DardhaDaniel,NakamuraHikaru,2540,2750,2645,Titled Tue 22nd Aug Early,chess.com INT,11,0-1,38,,1,11,,,,
2023-08-22,SaranaAlexey,NakamuraHikaru,2685,2750,2717,Titled Tue 22nd Aug Early,chess.com INT,9,0-1,36,,1,12,12,,,
2023-08-22,NakamuraHikaru,NihalSarin,2750,2652,2701,Titled Tue 22nd Aug Early,chess.com INT,10,0-1,23,,0,,,,,
2023-08-22,PopovKonstantin,NakamuraHikaru,2370,2750,2560,Titled Tue 22nd Aug Early,chess.com INT,3,½-½,29,,1,1,,,,
2023-08-22,Estrada NietoJulian,NakamuraHikaru,2261,2750,2505,Titled Tue 22nd Aug Late,chess.com INT,1,0-1,25,,1,2,,,,
2023-08-22,DudaJan-Krzysztof,NakamuraHikaru,2750,2750,2750,Titled Tue 22nd Aug Late,chess.com INT,9,0-1,41,,1,3,,,,
2023-08-22,DemchenkoAnton,NakamuraHikaru,2654,2750,2702,Titled Tue 22nd Aug Early,chess.com INT,7,0-1,54,,1,4,,,,
2023-08-22,BeerdsenThomas,NakamuraHikaru,2496,2750,2623,Titled Tue 22nd Aug Late,chess.com INT,3,0-1,30,,1,5,,,,
2023-08-22,AhmadzadaAhmad Samir,NakamuraHikaru,2480,2750,2615,Titled Tue 22nd Aug Late,chess.com INT,5,0-1,50,,1,6,,,,
2023-08-22,Estrada NietoJulian,NakamuraHikaru,2261,2750,2505,Titled Tue 22nd Aug Early,chess.com INT,1,0-1,25,,1,7,,,,
2023-08-22,SadhwaniRaunak,NakamuraHikaru,2616,2750,2683,Titled Tue 22nd Aug Late,chess.com INT,7,0-1,38,,1,8,,,,
2023-08-22,NakamuraHikaru,KamskyGata,2750,2658,2704,Titled Tue 22nd Aug Late,chess.com INT,4,1-0,42,,1,9,,,,
2023-08-22,NakamuraHikaru,SvaneRasmus,2750,2637,2693,Titled Tue 22nd Aug Early,chess.com INT,8,1-0,63,,1,10,,,,
2023-08-22,NakamuraHikaru,ShuvalovaPolina,2750,2504,2627,Titled Tue 22nd Aug Late,chess.com INT,2,1-0,39,,1,11,,,,
2023-08-22,NakamuraHikaru,MatlakovMaxim,2750,2674,2712,Titled Tue 22nd Aug Late,chess.com INT,10,1-0,61,,1,12,,,,
2023-08-22,NakamuraHikaru,KramnikVladimir,2750,2753,2751,Titled Tue 22nd Aug Late,chess.com INT,11,1-0,54,,1,13,,,,
2023-08-22,TahbazArash,NakamuraHikaru,2469,2750,2609,Titled Tue 22nd Aug Early,chess.com INT,5,0-1,71,,1,14,,,,
2023-08-22,NakamuraHikaru,LeivaGiuseppe,2750,2405,2577,Titled Tue 22nd Aug Early,chess.com INT,4,1-0,37,,1,15,,,,
2023-08-22,NakamuraHikaru,SmirnovAlexandr A.,2750,2136,2443,Titled Tue 22nd Aug Early,chess.com INT,2,1-0,53,,1,16,,,,
2023-08-22,NakamuraHikaru,SaranaAlexey,2750,2685,2717,Titled Tue 22nd Aug Late,chess.com INT,8,1-0,18,,1,17,,,,
2023-08-22,DardhaDaniel,NakamuraHikaru,2540,2750,2645,Titled Tue 22nd Aug Early,chess.com INT,11,0-1,38,,1,18,,,,
2023-08-22,SaranaAlexey,NakamuraHikaru,2685,2750,2717,Titled Tue 22nd Aug Early,chess.com INT,9,0-1,36,,1,19,19,,,
2023-08-22,NakamuraHikaru,NihalSarin,2750,2652,2701,Titled Tue 22nd Aug Early,chess.com INT,10,0-1,23,,0,,,,,
2023-08-22,PopovKonstantin,NakamuraHikaru,2370,2750,2560,Titled Tue 22nd Aug Early,chess.com INT,3,½-½,29,,1,1,,,,
2023-08-22,Estrada NietoJulian,NakamuraHikaru,2261,2750,2505,Titled Tue 22nd Aug Late,chess.com INT,1,0-1,25,,1,2,,,,
2023-08-22,DudaJan-Krzysztof,NakamuraHikaru,2750,2750,2750,Titled Tue 22nd Aug Late,chess.com INT,9,0-1,41,,1,3,,,,
2023-08-22,DemchenkoAnton,NakamuraHikaru,2654,2750,2702,Titled Tue 22nd Aug Early,chess.com INT,7,0-1,54,,1,4,,,,
2023-08-22,BeerdsenThomas,NakamuraHikaru,2496,2750,2623,Titled Tue 22nd Aug Late,chess.com INT,3,0-1,30,,1,5,,,,
2023-08-22,AhmadzadaAhmad Samir,NakamuraHikaru,2480,2750,2615,Titled Tue 22nd Aug Late,chess.com INT,5,0-1,50,,1,6,,,,
2023-08-22,Estrada NietoJulian,NakamuraHikaru,2261,2750,2505,Titled Tue 22nd Aug Early,chess.com INT,1,0-1,25,,1,7,,,,
2023-08-22,SadhwaniRaunak,NakamuraHikaru,2616,2750,2683,Titled Tue 22nd Aug Late,chess.com INT,7,0-1,38,,1,8,,,,
2023-08-23,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,chess.com SpeedChess Q2Sw,chess.com INT,8,½-½,46,,1,9,,,,
2023-08-23,NakamuraHikaru,GedajlovicMax,2750,2325,2537,chess.com SpeedChess Q2Sw,chess.com INT,1,1-0,41,,1,10,,,,
2023-08-23,NakamuraHikaru,BharathSubramaniyam H,2750,2508,2629,chess.com SpeedChess Q2Sw,chess.com INT,13,1-0,46,,1,11,,,,
2023-08-23,NakamuraHikaru,SvaneRasmus,2750,2637,2693,chess.com SpeedChess Q2Sw,chess.com INT,7,1-0,44,,1,12,,,,
2023-08-23,SargsyanShant,NakamuraHikaru,2639,2750,2694,chess.com SpeedChess Q2Sw,chess.com INT,6,0-1,46,,1,13,13,,,
2023-08-23,NakamuraHikaru,ShevchenkoKirill,2750,2652,2701,chess.com SpeedChess Q2Sw,chess.com INT,5,0-1,36,,0,,,,,
2023-08-23,NakamuraHikaru,DemchenkoAnton,2750,2654,2702,chess.com SpeedChess Q2Sw,chess.com INT,10,1-0,32,,1,1,,,,
2023-08-23,NakamuraHikaru,RasulovVugar Ural oglu,2750,2448,2599,chess.com SpeedChess Q2Sw,chess.com INT,12,½-½,77,,1,2,,,,
2023-08-23,PaklezaZbigniew,NakamuraHikaru,2500,2750,2625,chess.com SpeedChess Q2Sw,chess.com INT,2,0-1,46,,1,3,,,,
2023-08-23,LeTuan Minh,NakamuraHikaru,2514,2750,2632,chess.com SpeedChess Q2Sw,chess.com INT,14,0-1,53,,1,4,4,,,
2023-08-23,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,chess.com SpeedChess Q2Sw,chess.com INT,11,1-0,86,,0,,,,,
2023-08-23,ShimanovAleksandr,NakamuraHikaru,2581,2750,2665,chess.com SpeedChess Q2Sw,chess.com INT,9,1-0,24,,0,,,,,
2023-08-23,ZhigalkoSergei,NakamuraHikaru,2572,2750,2661,chess.com SpeedChess Q2Sw,chess.com INT,4,0-1,32,,1,1,,,,
2023-08-23,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,chess.com SpeedChess Q2Sw,chess.com INT,8,½-½,46,,1,2,,,,
2023-08-23,NakamuraHikaru,GedajlovicMax,2750,2325,2537,chess.com SpeedChess Q2Sw,chess.com INT,1,1-0,41,,1,3,,,,
2023-08-23,NakamuraHikaru,BharathSubramaniyam H,2750,2508,2629,chess.com SpeedChess Q2Sw,chess.com INT,13,1-0,46,,1,4,,,,
2023-08-23,NakamuraHikaru,SvaneRasmus,2750,2637,2693,chess.com SpeedChess Q2Sw,chess.com INT,7,1-0,44,,1,5,,,,
2023-08-23,SargsyanShant,NakamuraHikaru,2639,2750,2694,chess.com SpeedChess Q2Sw,chess.com INT,6,0-1,46,,1,6,6,,,
2023-08-23,NakamuraHikaru,ShevchenkoKirill,2750,2652,2701,chess.com SpeedChess Q2Sw,chess.com INT,5,0-1,36,,0,,,,,
2023-08-23,NakamuraHikaru,DemchenkoAnton,2750,2654,2702,chess.com SpeedChess Q2Sw,chess.com INT,10,1-0,32,,1,1,,,,
2023-08-23,NakamuraHikaru,RasulovVugar Ural oglu,2750,2448,2599,chess.com SpeedChess Q2Sw,chess.com INT,12,½-½,77,,1,2,,,,
2023-08-23,PaklezaZbigniew,NakamuraHikaru,2500,2750,2625,chess.com SpeedChess Q2Sw,chess.com INT,2,0-1,46,,1,3,,,,
2023-08-23,LeTuan Minh,NakamuraHikaru,2514,2750,2632,chess.com SpeedChess Q2Sw,chess.com INT,14,0-1,53,,1,4,4,,,
2023-08-23,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,chess.com SpeedChess Q2Sw,chess.com INT,11,1-0,86,,0,,,,,
2023-08-23,ShimanovAleksandr,NakamuraHikaru,2581,2750,2665,chess.com SpeedChess Q2Sw,chess.com INT,9,1-0,24,,0,,,,,
2023-08-23,ZhigalkoSergei,NakamuraHikaru,2572,2750,2661,chess.com SpeedChess Q2Sw,chess.com INT,4,0-1,32,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.1,1-0,60,,1,2,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.7,1-0,42,,1,3,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.9,1-0,35,,1,4,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.17,1-0,35,,1,5,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.15,1-0,59,,1,6,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.19,1-0,35,,1,7,7,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.23,0-1,75,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.3,0-1,44,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.5,½-½,42,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.11,0-1,18,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.27,1-0,36,,1,1,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.12,½-½,52,,1,2,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.4,0-1,41,,1,3,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.16,0-1,48,,1,4,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.22,0-1,40,,1,5,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.28,0-1,61,,1,6,6,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.2,1-0,38,,0,,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.18,½-½,102,,1,1,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.24,0-1,41,,1,2,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.26,0-1,68,,1,3,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.2,½-½,142,,1,4,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.8,½-½,38,,1,5,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.6,0-1,83,,1,6,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.1,½-½,65,,1,7,7,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.14,1-0,28,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.13,1-0,70,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.25,1-0,38,,1,2,2,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.21,0-1,54,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.1,1-0,60,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.7,1-0,42,,1,2,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.9,1-0,35,,1,3,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.17,1-0,35,,1,4,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.15,1-0,59,,1,5,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.19,1-0,35,,1,6,6,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.23,0-1,75,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.3,0-1,44,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.5,½-½,42,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.11,0-1,18,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.27,1-0,36,,1,1,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.12,½-½,52,,1,2,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.4,0-1,41,,1,3,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.16,0-1,48,,1,4,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.22,0-1,40,,1,5,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.28,0-1,61,,1,6,6,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.2,1-0,38,,0,,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.18,½-½,102,,1,1,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.24,0-1,41,,1,2,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.26,0-1,68,,1,3,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.2,½-½,142,,1,4,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.8,½-½,38,,1,5,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.6,0-1,83,,1,6,,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.1,½-½,65,,1,7,7,,,
2023-09-04,YuYangyi,NakamuraHikaru,2713,2750,2731,chess.com SpeedChess 2023,chess.com INT,1.14,1-0,28,,0,,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.13,1-0,70,,1,1,,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.25,1-0,38,,1,2,2,,,
2023-09-04,NakamuraHikaru,YuYangyi,2750,2713,2731,chess.com SpeedChess 2023,chess.com INT,1.21,0-1,54,,0,,,,,
2023-09-05,NakamuraHikaru,SargsyanShant,2750,2639,2694,Titled Tue 5th Sep Early,chess.com INT,6,0-1,44,,0,,,,,
2023-09-05,NakamuraHikaru,BolourchifardFarzad,2750,2292,2521,Titled Tue 5th Sep Early,chess.com INT,2,1-0,36,,1,1,,,,
2023-09-05,NakamuraHikaru,IbadovDashgyn,2750,2322,2536,Titled Tue 5th Sep Late,chess.com INT,1,1-0,48,,1,2,2,,,
2023-09-05,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,Titled Tue 5th Sep Late,chess.com INT,7,0-1,74,,0,,,,,
2023-09-05,NakamuraHikaru,CabarkapaNovak,2750,2483,2616,Titled Tue 5th Sep Late,chess.com INT,3,1-0,20,,1,1,,,,
2023-09-05,NakamuraHikaru,RasulovVugar Ural oglu,2750,2448,2599,Titled Tue 5th Sep Late,chess.com INT,5,1-0,49,,1,2,,,,
2023-09-05,NakamuraHikaru,MovahedSina,2750,2051,2400,Titled Tue 5th Sep Late,chess.com INT,9,1-0,39,,1,3,,,,
2023-09-05,NakamuraHikaru,DeacBogdan-Daniel,2750,2679,2714,Titled Tue 5th Sep Late,chess.com INT,11,1-0,55,,1,4,,,,
2023-09-05,NakamuraHikaru,KushkoDmitriy,2750,2302,2526,Titled Tue 5th Sep Early,chess.com INT,10,1-0,51,,1,5,,,,
2023-09-05,NakamuraHikaru,IndjicAleksandar,2750,2605,2677,Titled Tue 5th Sep Early,chess.com INT,11,1-0,60,,1,6,,,,
2023-09-05,NakamuraHikaru,GalchenkoMatvey,2750,2445,2597,Titled Tue 5th Sep Early,chess.com INT,8,1-0,51,,1,7,,,,
2023-09-05,NakamuraHikaru,NavaraDavid,2750,2700,2725,Titled Tue 5th Sep Early,chess.com INT,4,½-½,34,,1,8,,,,
2023-09-05,SongMichael,NakamuraHikaru,2424,2750,2587,Titled Tue 5th Sep Late,chess.com INT,2,0-1,35,,1,9,,,,
2023-09-05,IbrahimliMurad Sultanali,NakamuraHikaru,2432,2750,2591,Titled Tue 5th Sep Late,chess.com INT,4,0-1,51,,1,10,10,,,
2023-09-05,LeTuan Minh,NakamuraHikaru,2514,2750,2632,Titled Tue 5th Sep Early,chess.com INT,9,1-0,40,,0,,,,,
2023-09-05,IbrahimliMurad Sultanali,NakamuraHikaru,2432,2750,2591,Titled Tue 5th Sep Early,chess.com INT,5,0-1,24,,1,1,,,,
2023-09-05,NiemannHans M,NakamuraHikaru,2642,2750,2696,Titled Tue 5th Sep Late,chess.com INT,10,½-½,66,,1,2,,,,
2023-09-05,VigneshN.,NakamuraHikaru,1960,2750,2355,Titled Tue 5th Sep Early,chess.com INT,3,0-1,71,,1,3,,,,
2023-09-05,PopovKonstantin,NakamuraHikaru,2370,2750,2560,Titled Tue 5th Sep Late,chess.com INT,8,0-1,33,,1,4,,,,
2023-09-05,KollarsDmitrij,NakamuraHikaru,2635,2750,2692,Titled Tue 5th Sep Late,chess.com INT,6,½-½,93,,1,5,,,,
2023-09-05,SouleidisGeorgios,NakamuraHikaru,2424,2750,2587,Titled Tue 5th Sep Early,chess.com INT,1,0-1,32,,1,6,6,,,
2023-09-05,NakamuraHikaru,SargsyanShant,2750,2639,2694,Titled Tue 5th Sep Early,chess.com INT,6,0-1,44,,0,,,,,
2023-09-05,NakamuraHikaru,BolourchifardFarzad,2750,2292,2521,Titled Tue 5th Sep Early,chess.com INT,2,1-0,36,,1,1,,,,
2023-09-05,NakamuraHikaru,IbadovDashgyn,2750,2322,2536,Titled Tue 5th Sep Late,chess.com INT,1,1-0,48,,1,2,2,,,
2023-09-05,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,Titled Tue 5th Sep Late,chess.com INT,7,0-1,74,,0,,,,,
2023-09-05,NakamuraHikaru,CabarkapaNovak,2750,2483,2616,Titled Tue 5th Sep Late,chess.com INT,3,1-0,20,,1,1,,,,
2023-09-05,NakamuraHikaru,RasulovVugar Ural oglu,2750,2448,2599,Titled Tue 5th Sep Late,chess.com INT,5,1-0,49,,1,2,,,,
2023-09-05,NakamuraHikaru,MovahedSina,2750,2051,2400,Titled Tue 5th Sep Late,chess.com INT,9,1-0,39,,1,3,,,,
2023-09-05,NakamuraHikaru,DeacBogdan-Daniel,2750,2679,2714,Titled Tue 5th Sep Late,chess.com INT,11,1-0,55,,1,4,,,,
2023-09-05,NakamuraHikaru,KushkoDmitriy,2750,2302,2526,Titled Tue 5th Sep Early,chess.com INT,10,1-0,51,,1,5,,,,
2023-09-05,NakamuraHikaru,IndjicAleksandar,2750,2605,2677,Titled Tue 5th Sep Early,chess.com INT,11,1-0,60,,1,6,,,,
2023-09-05,NakamuraHikaru,GalchenkoMatvey,2750,2445,2597,Titled Tue 5th Sep Early,chess.com INT,8,1-0,51,,1,7,,,,
2023-09-05,NakamuraHikaru,NavaraDavid,2750,2700,2725,Titled Tue 5th Sep Early,chess.com INT,4,½-½,34,,1,8,,,,
2023-09-05,SongMichael,NakamuraHikaru,2424,2750,2587,Titled Tue 5th Sep Late,chess.com INT,2,0-1,35,,1,9,,,,
2023-09-05,IbrahimliMurad Sultanali,NakamuraHikaru,2432,2750,2591,Titled Tue 5th Sep Late,chess.com INT,4,0-1,51,,1,10,10,,,
2023-09-05,LeTuan Minh,NakamuraHikaru,2514,2750,2632,Titled Tue 5th Sep Early,chess.com INT,9,1-0,40,,0,,,,,
2023-09-05,IbrahimliMurad Sultanali,NakamuraHikaru,2432,2750,2591,Titled Tue 5th Sep Early,chess.com INT,5,0-1,24,,1,1,,,,
2023-09-05,NiemannHans M,NakamuraHikaru,2642,2750,2696,Titled Tue 5th Sep Late,chess.com INT,10,½-½,66,,1,2,,,,
2023-09-05,VigneshN.,NakamuraHikaru,1960,2750,2355,Titled Tue 5th Sep Early,chess.com INT,3,0-1,71,,1,3,,,,
